frame,timestamp_ms,divergence,lr_balance,tau,vx_mean,vy_mean,flow_cnt,div_cnt,valid,ema_div,ema_lr,tau_ms,looming,evasion_level,turn_cmd,az_quiet,ax,ay,az,gx,gy,gz,roll,pitch,yaw
121,4986,0.01042,0.07639,96,-0.8571,1.0714,28,24,1,0.02548,0.00511,485.949,0,0,-0.0153,1,0.125,-0.2432,-0.4912,-114.746,44.373,-25.94,-154.622,2.06,83.348
122,5014,0.01042,0.07639,96,-0.8571,1.0714,28,24,1,0.02548,0.00511,485.949,0,0,-0.0153,0,-0.083,-0.5249,-0.7275,-142.09,159.424,4.761,-158.588,-1.412,82.04
123,5042,0.01042,0.07639,96,-0.8571,1.0714,28,24,1,0.02548,0.00511,485.949,0,0,-0.0153,0,-0.083,-0.5249,-0.7275,-142.09,159.424,4.761,-158.588,-1.412,82.04
124,5073,0.01042,0.07639,96,-0.8571,1.0714,28,24,1,0.02548,0.00511,485.949,0,0,-0.0153,0,0,-0.4268,-0.8643,-40.039,74.219,11.841,-160.422,-5.109,80.184
125,5098,0.125,-0.26042,8,0.6471,-1.2941,17,10,1,0.06074,-0.07455,137.818,0,0,0.2236,1,0,-0.4268,-0.8643,-40.039,74.219,11.841,-160.422,-5.109,80.184
126,5126,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,1,0.1416,-0.3516,-1.1782,-2.258,-12.207,10.376,-160.818,-6.334,79.492
127,5154,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,0,0.1616,-0.3398,-1.2837,148.926,-122.864,6.165,-159.362,-4.894,79.794
128,5181,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,0,0.0435,-0.3989,-0.5439,142.944,-137.817,18.677,-155.116,-1.077,80.942
129,5210,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,0,0.0435,-0.3989,-0.5439,142.944,-137.817,18.677,-155.116,-1.077,80.942
130,5238,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,0,0.0371,-0.5625,-0.7422,30.029,-48.523,-25.391,-153.007,0.676,82.623
131,5266,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,0,0.0371,-0.5625,-0.7422,30.029,-48.523,-25.391,-153.007,0.676,82.623
132,5293,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,0,-0.0342,-0.5977,-0.9829,-13.916,-5.31,42.969,-154.764,0.742,82.76
133,5322,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,1,-0.0542,-0.3052,-0.334,-146.24,98.328,35.645,-157.154,-0.104,81.101
134,5350,0,0,0,0,0,0,0,0,0.06074,-0.07455,137.818,0,0,0.2236,0,-0.1064,-0.3018,-1.0332,-21.912,92.163,-11.963,-158.242,-2.291,80.283
135,5381,-0.0303,-0.30833,1000000,1.2941,-4.7647,17,11,1,0.03882,-0.14468,0,0,0,0.4341,1,-0.1064,-0.3018,-1.0332,-21.912,92.163,-11.963,-158.242,-2.291,80.283
136,5405,-0.01042,0.02381,1000000,-0.7,4.7,20,16,1,0.02945,-0.09414,0,0,0,0.2824,1,0.0576,-0.4604,-0.8799,-73.181,66.162,-7.385,-159.285,-3.966,79.909
137,5434,0.00556,-0.17593,180.00005,-1.85,4.65,20,15,1,0.02768,-0.11867,0,0,0,0.356,1,0.0947,-0.3921,-1.1353,-33.997,-21.423,12.939,-160.329,-4.927,79.684
138,5470,0.04902,0.00139,20.4,-1.4545,4.5455,22,17,1,0.03948,-0.08265,73.609,0,0,0.248,1,0.1338,-0.3628,-1.3223,134.216,-132.629,-2.075,-159.483,-2.67,80.321
139,5499,0.04902,0.00139,20.4,-1.4545,4.5455,22,17,1,0.03948,-0.08265,73.609,0,0,0.248,0,0.0142,-0.4624,-0.623,109.558,-154.236,15.442,-157.083,-0.588,81.013
140,5517,0.04902,0.00139,20.4,-1.4545,4.5455,22,17,1,0.03948,-0.08265,73.609,0,0,0.248,0,-0.0254,-0.4478,-1.0054,42.908,-52.673,-4.517,-155.138,1.741,81.985
141,5546,0,0,0,0,0,0,0,0,0.03948,-0.08265,73.609,0,0,0.248,1,-0.0254,-0.4478,-1.0054,42.908,-52.673,-4.517,-155.138,1.741,81.985
142,5573,0,0,0,0,0,0,0,0,0.03948,-0.08265,73.609,0,0,0.248,1,-0.0254,-0.4478,-1.0054,42.908,-52.673,-4.517,-155.138,1.741,81.985
143,5607,0.06667,-0.01852,15,1,-4.0667,15,10,1,0.05304,-0.06341,313.034,0,0,0.1902,1,-0.1362,-0.3813,-0.7002,-73.914,45.898,-17.029,-154.468,2.186,84.133
144,5629,0.06667,-0.01852,15,1,-4.0667,15,10,1,0.05304,-0.06341,313.034,0,0,0.1902,0,0.021,-0.3877,-0.7476,-186.035,181.213,20.874,-157.983,-0.807,83.04
145,5657,0.06667,-0.01852,15,1,-4.0667,15,10,1,0.05304,-0.06341,313.034,0,0,0.1902,0,-0.0171,-0.3179,-1.104,-60.547,71.472,21.362,-161.186,-3.823,81.299
146,5692,0,0,0,0,0,0,0,0,0.05304,-0.06341,313.034,0,0,0.1902,1,0.083,-0.3115,-1.0537,-34.546,43.396,5.31,-162.515,-5.098,80.112
147,5713,-0.05208,0.16667,1000000,-4.5652,3.4783,23,16,1,0.0269,0.00561,0,0,0,-0.0168,1,0.1738,-0.3491,-1.0801,17.151,14.648,7.751,-162.636,-5.806,79.574
148,5750,0.0375,-0.00833,26.66667,-2.6538,3.3077,26,20,1,0.03548,0.00143,103.392,0,0,-0.0043,1,0.1553,-0.3467,-1.0488,164.917,-157.227,-3.784,-155.528,-0.626,82.183
149,5769,0.00463,0.12037,215.99989,-1.5217,-0.7391,23,18,1,0.03163,0.03711,0,0,0,-0.1113,1,0.1553,-0.3467,-1.0488,164.917,-157.227,-3.784,-155.528,-0.626,82.183
150,5797,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,1,-0.0205,-0.5078,-1.1333,42.175,-50.659,4.578,-152.529,2.038,83.172
151,5828,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,1,-0.0269,-0.2759,-0.7974,-17.639,-64.087,-16.846,-152.611,2.95,83.925
152,5853,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,0,-0.0269,-0.2759,-0.7974,-17.639,-64.087,-16.846,-152.611,2.95,83.925
153,5881,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,0,0,-0.3364,-0.3809,-177.856,47.668,-5.615,-154.259,4.296,86.364
154,5908,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,0,-0.252,-0.3579,-0.7139,-203.796,171.875,0.427,-160.104,0.588,84.88
155,5937,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,0,0.0679,-0.3589,-1.0371,-34.607,89.05,16.785,-163.707,-3.093,82.408
156,5964,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,1,0.0957,-0.2559,-1.2563,56.519,-30.09,-29.419,-163.12,-4.12,82.365
157,6001,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,0,0.1055,-0.4629,-1.3022,153.992,-127.686,3.967,-161.054,-2.664,83.095
158,6021,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,0,-0.0034,-0.4517,-0.6846,190.918,-143.127,32.776,-155.753,1.417,83.958
159,6049,0,0,0,0,0,0,0,0,0.03163,0.03711,0,0,0,-0.1113,0,-0.0278,-0.3604,-0.9043,79.163,-60.364,23.926,-154.611,2.73,83.606
160,6077,0.03333,0.35417,30,-1.5333,-3.6,15,10,1,0.03754,0.13223,507.941,0,0,-0.3967,1,0.0156,-0.2666,-0.9375,51.697,-59.082,-13.062,-152.682,4.318,84.254
161,6105,0,0,0,0,0,0,0,0,0.03754,0.13223,507.941,0,0,-0.3967,1,0.0156,-0.2666,-0.9375,51.697,-59.082,-13.062,-152.682,4.318,84.254
162,6137,0,0,0,0,0,0,0,0,0.03754,0.13223,507.941,0,0,-0.3967,1,-0.2275,-0.4434,-0.7607,-226.074,120.3,16.785,-158.917,2.126,84.359
163,6160,0,0,0,0,0,0,0,0,0.03754,0.13223,507.941,0,0,-0.3967,0,-0.127,-0.3682,-0.9639,-95.764,54.504,1.221,-163.015,0.044,83.419
164,6189,0,0,0,0,0,0,0,0,0.03754,0.13223,507.941,0,0,-0.3967,1,0.0298,-0.3047,-1.0225,-17.456,70.618,9.583,-163.405,-1.555,82.755
165,6220,0.03205,0.10648,31.2,-2.0526,4.7368,19,13,1,0.04129,0.1245,879.975,0,0,-0.3735,1,0.0298,-0.3047,-1.0225,-17.456,70.618,9.583,-163.405,-1.555,82.755
166,6245,-0.03646,-0.14167,1000000,-3.65,5.25,20,16,1,0.02337,0.04465,0,0,0,-0.134,1,0.0981,-0.3057,-1.1719,19.409,23.804,0.122,-162.587,-2.34,82.386
167,6272,-0.03646,-0.14167,1000000,-3.65,5.25,20,16,1,0.02337,0.04465,0,0,0,-0.134,0,0.0718,-0.3413,-1.2744,99.731,-50.293,0.977,-161.087,-1.604,82.612
168,6301,-0.03646,-0.14167,1000000,-3.65,5.25,20,16,1,0.02337,0.04465,0,0,0,-0.134,0,-0.0073,-0.3521,-0.8267,52.246,-57.129,11.963,-157.104,1.593,83.238
169,6328,-0.03646,-0.14167,1000000,-3.65,5.25,20,16,1,0.02337,0.04465,0,0,0,-0.134,0,-0.0142,-0.4375,-0.9619,25.024,-50.72,14.648,-156.11,3.164,83.48
170,6361,0,0,0,0,0,0,0,0,0.02337,0.04465,0,0,0,-0.134,1,0.0278,-0.2646,-0.9243,26.428,-63.354,-5.981,-154.039,4.686,83.969
171,6385,0,0,0,0,0,0,0,0,0.02337,0.04465,0,0,0,-0.134,1,0.0552,-0.3066,-0.7876,-48.767,-42.603,-21.362,-154.49,5.707,85.045
172,6413,0,0,0,0,0,0,0,0,0.02337,0.04465,0,0,0,-0.134,0,0.0552,-0.3066,-0.7876,-48.767,-42.603,-21.362,-154.49,5.707,85.045
173,6441,0,0,0,0,0,0,0,0,0.02337,0.04465,0,0,0,-0.134,0,-0.1758,-0.2988,-1.0718,-64.575,57.19,3.784,-162.944,1.351,83.732
174,6474,0,0,0,0,0,0,0,0,0.02337,0.04465,0,0,0,-0.134,1,-0.0605,-0.2896,-0.937,-30.579,40.894,-6.653,-164.399,-0.176,83.32
175,6497,-0.00595,0.01667,1000000,-1.95,5.45,20,14,1,0.01997,0.03626,0,0,0,-0.1088,1,0.0283,-0.4468,-1.1289,22.278,24.597,-9.094,-164.295,-1.296,83.139
176,6533,0.01515,-0.0057,66,-1.963,5.2222,27,22,1,0.02393,0.02367,139.167,0,0,-0.071,1,0.0283,-0.4468,-1.1289,22.278,24.597,-9.094,-164.295,-1.296,83.139
177,6553,0.03922,0.10577,25.5,-0.0435,-1.0435,23,17,1,0.03391,0.0483,129.033,0,0,-0.1449,1,0.0283,-0.4468,-1.1289,22.278,24.597,-9.094,-164.295,-1.296,83.139
178,6586,0,0,0,0,0,0,0,0,0.03391,0.0483,129.033,0,0,-0.1449,1,0,-0.3501,-0.8896,23.499,-49.194,-6.165,-157.319,2.626,84.836
179,6615,-0.00758,-0.11111,1000000,3.1667,-4.7222,18,11,1,0.02687,0.00048,0,0,0,-0.0014,1,0.0688,-0.3789,-0.8574,17.639,-35.461,7.996,-155.715,4.4,85.364
180,6636,0.02083,0.02083,48,1,-4.5882,17,12,1,0.03046,0.00658,296.908,0,0,-0.0198,1,0.0688,-0.3789,-0.8574,17.639,-35.461,7.996,-155.715,4.4,85.364
181,6676,-0.03869,-0.00833,1000000,0,-4.5,34,28,1,0.01511,0.00211,0,0,0,-0.0063,1,-0.231,-0.374,-0.978,-162.17,96.313,8.179,-162.971,1.329,84.084
182,6693,0,0,0,0,0,0,0,0,0.01511,0.00211,0,0,0,-0.0063,1,-0.231,-0.374,-0.978,-162.17,96.313,8.179,-162.971,1.329,84.084
183,6721,-0.025,-0.02778,1000000,-1.375,5.125,16,10,1,0.00848,-0.00686,0,0,0,0.0206,1,-0.0337,-0.4429,-0.834,2.258,30.518,6.592,-164.41,0.121,83.82
184,6749,-0.025,-0.02778,1000000,-1.375,5.125,16,10,1,0.00848,-0.00686,0,0,0,0.0206,0,0.0015,-0.3286,-1.0264,-19.714,51.086,15.076,-164.619,-0.648,83.315
185,6784,-0.01961,-0.0303,1000000,-5.2273,5.0909,22,17,1,0.00545,-0.01389,0,0,0,0.0417,1,0.0015,-0.3286,-1.0264,-19.714,51.086,15.076,-164.619,-0.648,83.315
186,6805,0.02604,0.06389,38.39999,-1.625,0.6667,24,16,1,0.01703,0.00944,50.014,0,0,-0.0283,1,0,-0.5215,-0.7568,143.555,-106.628,13.367,-159.857,1.5,84.106
187,6833,0.02604,0.06389,38.39999,-1.625,0.6667,24,16,1,0.01703,0.00944,50.014,0,0,-0.0283,0,-0.0342,-0.3486,-0.9663,87.646,-31.555,13.062,-156.687,3.192,84.106
188,6865,0,0,0,0,0,0,0,0,0.01703,0.00944,50.014,0,0,-0.0283,1,-0.0815,-0.4326,-0.9336,65.552,-57.434,-19.043,-155.045,4.559,84.606
189,6889,0,0,0,0,0,0,0,0,0.01703,0.00944,50.014,0,0,-0.0283,1,0.0752,-0.4473,-0.7246,-5.92,-33.02,0.244,-154.512,5.532,85.298
190,6916,0,0,0,0,0,0,0,0,0.01703,0.00944,50.014,0,0,-0.0283,0,0.0044,-0.3428,-0.6978,-65.796,3.357,5.432,-155.858,5.46,85.155
191,6944,0,0,0,0,0,0,0,0,0.01703,0.00944,50.014,0,0,-0.0283,0,-0.2905,-0.2939,-0.9526,-161.987,129.272,15.137,-161.318,2.186,83.688
192,6976,0,0,0,0,0,0,0,0,0.01703,0.00944,50.014,0,0,-0.0283,1,-0.1587,-0.1357,-1.0269,-51.88,35.156,-6.042,-163.889,0.379,83.051
193,7000,-0.04861,-0.21296,1000000,-2.4762,4.5238,21,12,1,0.00274,-0.05728,0,0,0,0.1718,1,0.022,-0.4268,-1.0161,-20.569,57.251,-2.808,-164.795,-1.121,82.892
194,7036,0.00926,-0.04329,107.99998,-2.1667,5.6667,24,18,1,0.01009,-0.05308,27.441,0,0,0.1592,1,0.0229,-0.2822,-1.1646,21.79,8.301,-9.583,-164.383,-1.544,82.963
195,7057,0.00926,-0.04329,107.99998,-2.1667,5.6667,24,18,1,0.01009,-0.05308,27.441,0,0,0.1592,0,-0.0498,-0.1504,-1.1123,79.041,-41.931,-8.728,-158.214,2.159,83.875
196,7084,0.10833,0.21296,9.23077,0.5,-1.8125,16,10,1,0.04497,0.02673,81.236,0,0,-0.0802,1,-0.0498,-0.1504,-1.1123,79.041,-41.931,-8.728,-158.214,2.159,83.875
197,7117,0,0,0,0,0,0,0,0,0.04497,0.02673,81.236,0,0,-0.0802,1,0.0557,-0.5835,-0.8193,27.161,-45.654,3.235,-156.665,3.318,84.446
198,7141,0,0,0,0,0,0,0,0,0.04497,0.02673,81.236,0,0,-0.0802,0,-0.0493,-0.4746,-0.8613,65.063,-25.452,12.573,-155.259,4.059,84.485
199,7174,-0.05,-0.375,1000000,-0.25,-3.375,16,10,1,0.02188,-0.09379,0,0,0,0.2814,1,-0.0005,-0.3643,-0.771,-63.293,17.7,1.587,-156.758,4.087,84.315
200,7197,-0.05,-0.375,1000000,-0.25,-3.375,16,10,1,0.02188,-0.09379,0,0,0,0.2814,0,-0.1074,-0.2886,-0.7017,-210.327,111.511,1.526,-160.263,2.428,83.633
201,7224,-0.05,-0.375,1000000,-0.25,-3.375,16,10,1,0.02188,-0.09379,0,0,0,0.2814,0,-0.165,-0.2231,-0.9526,-23.132,35.217,-12.573,-164.355,-0.11,82.831
202,7258,0,0,0,0,0,0,0,0,0.02188,-0.09379,0,0,0,0.2814,1,0.0698,-0.4097,-1.124,-15.808,40.527,-6.409,-165.992,-2.252,82.694
203,7280,-0.04412,-0.12269,1000000,-0.5652,4.8696,23,17,1,0.00748,-0.10246,0,0,0,0.3074,1,0.085,-0.3521,-1.2778,142.883,-84.229,-10.681,-164.323,-1.697,83.084
204,7307,-0.04412,-0.12269,1000000,-0.5652,4.8696,23,17,1,0.00748,-0.10246,0,0,0,0.3074,0,0,-0.4023,-0.6533,125.427,-98.511,1.953,-160.302,0.868,84.029
205,7337,-0.04412,-0.12269,1000000,-0.5652,4.8696,23,17,1,0.00748,-0.10246,0,0,0,0.3074,0,-0.0166,-0.269,-1.0029,81.116,-52.246,11.047,-157.863,2.302,84.1
206,7365,0,0,0,0,0,0,0,0,0.00748,-0.10246,0,0,0,0.3074,1,-0.0327,-0.3906,-0.8047,82.886,-62.378,-1.099,-155.034,4.147,84.76
207,7399,0,0,0,0,0,0,0,0,0.00748,-0.10246,0,0,0,0.3074,0,0.1401,-0.3418,-0.8174,-16.174,-34.241,7.812,-155.391,4.768,84.897
208,7421,0,0,0,0,0,0,0,0,0.00748,-0.10246,0,0,0,0.3074,0,-0.1167,-0.3804,-0.5693,-173.645,102.417,11.658,-157.956,3.796,84.166
209,7448,0,0,0,0,0,0,0,0,0.00748,-0.10246,0,0,0,0.3074,0,-0.2271,-0.3091,-0.9458,-148.621,128.54,28.137,-161.927,1.181,82.65
210,7476,0.03333,-0.05556,29.99999,0.9375,-2.3125,16,10,1,0.02063,-0.08839,125.47,0,0,0.2652,1,-0.1533,-0.1616,-0.9014,-15.198,52.917,4.211,-164.399,-0.467,81.892
211,7503,0,0,0,0,0,0,0,0,0.02063,-0.08839,125.47,0,0,0.2652,1,0.0732,-0.4429,-1.0928,-9.277,67.749,1.404,-164.685,-2.422,81.244
212,7539,-0.03509,0.1553,1000000,-3.7391,4.6087,23,19,1,0.00932,-0.01528,0,0,0,0.0458,1,0.0713,-0.335,-1.2764,122.437,-78.857,-4.028,-162.735,-1.824,81.656
213,7570,-0.03509,0.1553,1000000,-3.7391,4.6087,23,19,1,0.00932,-0.01528,0,0,0,0.0458,0,0.0181,-0.4531,-0.6016,104.98,-83.984,2.563,-160.466,-0.28,82.189
214,7589,-0.03509,0.1553,1000000,-3.7391,4.6087,23,19,1,0.00932,-0.01528,0,0,0,0.0458,0,-0.021,-0.374,-1.1382,65.247,-31.006,-18.433,-158.439,0.829,82.875
215,7616,-0.03509,0.1553,1000000,-3.7391,4.6087,23,19,1,0.00932,-0.01528,0,0,0,0.0458,0,0.0317,-0.3911,-0.8447,79.529,-19.653,31.921,-156.791,1.818,82.705
216,7643,-0.02222,-0.20139,1000000,1.1364,-5.1818,22,15,1,0.00526,-0.07111,0,0,0,0.2133,1,0.0317,-0.3911,-0.8447,79.529,-19.653,31.921,-156.791,1.818,82.705
217,7674,0.16667,0.03611,6,-1.2632,-3.4737,19,13,1,0.05908,-0.03895,23.051,1,3,0.1168,1,0.0317,-0.3911,-0.8447,79.529,-19.653,31.921,-156.791,1.818,82.705
218,7701,-0.04167,-0.1164,1000000,-1.4,-4.96,25,16,1,0.03426,-0.06218,0,0,0,0.1865,1,0.0298,-0.3911,-0.6416,-172.791,105.042,14.343,-159.313,2.12,81.277
219,7728,-0.04167,-0.1164,1000000,-1.4,-4.96,25,16,1,0.03426,-0.06218,0,0,0,0.1865,0,-0.2534,-0.1558,-1.042,-107.727,72.998,-21.118,-162.081,0.412,80.755
220,7762,0,0,0,0,0,0,0,0,0.03426,-0.06218,0,0,0,0.1865,1,-0.0884,-0.3252,-0.9399,-22.034,7.568,-21.118,-163.636,-0.604,81.2
221,7784,-0.03333,0.08333,1000000,-1.6,3.5,20,15,1,0.01938,-0.01853,0,0,0,0.0556,1,0.0176,-0.3149,-1.2227,36.011,-14.282,-16.846,-164.597,-2.263,81.035
222,7812,-0.03333,0.08333,1000000,-1.6,3.5,20,15,1,0.01938,-0.01853,0,0,0,0.0556,0,0.0176,-0.3149,-1.2227,36.011,-14.282,-16.846,-164.597,-2.263,81.035
223,7840,-0.03333,0.08333,1000000,-1.6,3.5,20,15,1,0.01938,-0.01853,0,0,0,0.0556,0,-0.0024,-0.3169,-1.2251,134.094,-95.032,-13.733,-162.043,-0.769,81.964
224,7867,-0.03333,0.08333,1000000,-1.6,3.5,20,15,1,0.01938,-0.01853,0,0,0,0.0556,0,-0.0146,-0.4395,-0.6479,81.116,-67.505,6.042,-159.445,1.071,82.7
225,7896,-0.03333,0.08333,1000000,-1.6,3.5,20,15,1,0.01938,-0.01853,0,0,0,0.0556,0,-0.0439,-0.3008,-0.9478,46.814,-35.828,6.104,-158.033,1.868,82.848
226,7929,0.07692,-0.55,13,1.3158,-2.7895,19,13,1,0.04204,-0.17797,148.406,0,0,0.5339,1,0.1226,-0.3799,-0.8159,-6.897,-46.936,9.521,-156.055,3.29,83.414
227,7952,0.07692,-0.55,13,1.3158,-2.7895,19,13,1,0.04204,-0.17797,148.406,0,0,0.5339,0,0.1226,-0.3799,-0.8159,-6.897,-46.936,9.521,-156.055,3.29,83.414
228,7979,0.07692,-0.55,13,1.3158,-2.7895,19,13,1,0.04204,-0.17797,148.406,0,0,0.5339,0,-0.147,-0.1772,-0.6865,-169.556,102.051,-4.028,-160.208,2.692,82.606
229,8007,0.07692,-0.55,13,1.3158,-2.7895,19,13,1,0.04204,-0.17797,148.406,0,0,0.5339,0,-0.1143,-0.3027,-0.9839,-105.103,57.861,-24.17,-163.345,0.126,82.249
230,8043,0.02941,-0.28846,34,-1.7917,4.375,24,17,1,0.04365,-0.21112,1000,0,0,0.6334,1,0.1421,-0.3027,-1.1768,-30.884,73.73,4.7,-165.833,-3.642,81.376
231,8064,0.02941,-0.28846,34,-1.7917,4.375,24,17,1,0.04365,-0.21112,1000,0,0,0.6334,0,0.1421,-0.3027,-1.1768,-30.884,73.73,4.7,-165.833,-3.642,81.376
232,8093,0.02941,-0.28846,34,-1.7917,4.375,24,17,1,0.04365,-0.21112,1000,0,0,0.6334,0,0.0752,-0.3838,-1.2632,158.997,-90.82,-18.372,-163.411,-2.829,82.007
233,8119,0.02941,-0.28846,34,-1.7917,4.375,24,17,1,0.04365,-0.21112,1000,0,0,0.6334,0,0.063,-0.4248,-0.6025,134.46,-76.172,6.287,-159.84,-0.906,82.744
234,8148,0.02941,-0.28846,34,-1.7917,4.375,24,17,1,0.04365,-0.21112,1000,0,0,0.6334,0,0.04,-0.4751,-0.9702,69.641,-57.007,6.165,-157.863,0.396,83.123
235,8182,-0.01389,-0.09259,1000000,1.8,-2.3,20,12,1,0.03179,-0.17556,0,0,0,0.5267,1,0.0825,-0.3989,-0.874,69.031,-56.763,3.479,-155.484,2.214,83.76
236,8204,-0.01515,0.44167,1000000,1.4375,-5.375,16,11,1,0.02311,0.00961,0,0,0,-0.0288,1,0.0825,-0.3989,-0.874,69.031,-56.763,3.479,-155.484,2.214,83.76
237,8239,-0.09615,0.03409,1000000,1.2105,-2.5263,19,13,1,-0.00727,0.01695,5.983,0,0,-0.0509,1,-0.0801,-0.3071,-1.0269,-82.397,42.725,1.038,-162.839,0.731,82.535
238,8259,0.10833,0.15476,9.23077,1.1333,3,15,10,1,0.03281,0.0583,27.014,0,0,-0.1749,1,-0.0054,-0.4102,-0.876,-52.734,54.688,15.076,-163.867,-0.313,82.249
239,8288,0.03571,0.1375,28,-2,5.3913,23,14,1,0.03908,0.08206,205.656,0,0,-0.2462,1,-0.0054,-0.4102,-0.876,-52.734,54.688,15.076,-163.867,-0.313,82.249
240,8316,0.03431,-0.12381,29.14286,-1.8636,3.7273,22,17,1,0.04305,0.0203,238.594,0,0,-0.0609,1,0.0269,-0.2759,-1.1206,-27.527,54.81,10.864,-164.833,-1.978,81.326
241,8343,0.08974,0.19246,11.14286,-2.2857,5.3333,21,13,1,0.06246,0.07195,93.329,0,0,-0.2158,1,0.0269,-0.2759,-1.1206,-27.527,54.81,10.864,-164.833,-1.978,81.326
242,8378,0.08333,0.12222,12,-1.1667,-1.5556,18,11,1,0.07412,0.08703,120.757,0,0,-0.2611,1,0.0728,-0.3916,-0.7041,104.248,-50.049,9.949,-158.785,1.417,82.48
243,8400,0.08333,0.12222,12,-1.1667,-1.5556,18,11,1,0.07412,0.08703,120.757,0,0,-0.2611,0,-0.0249,-0.3438,-0.9126,28.137,-46.753,4.395,-157.857,2.34,82.727
244,8435,0.09848,0.09848,10.15385,3.2778,-3.1111,18,11,1,0.08683,0.09047,396.265,0,0,-0.2714,1,-0.02,-0.4409,-0.9077,79.346,-36.438,-0.122,-155.934,3.642,82.974
245,8456,-0.05,-0.14815,1000000,-0.1765,-4.6471,17,10,1,0.05118,0.01888,0,1,3,-0.0566,1,0.0771,-0.3091,-0.8887,-13.428,-35.339,7.446,-154.984,4.614,83.32
246,8493,-0.03667,-0.02489,1000000,-0.1562,-4.8125,32,25,1,0.03023,0.00575,0,0,0,-0.0172,1,-0.2637,-0.394,-0.7285,-148.071,144.226,6.287,-161.658,1.066,81.628
247,8512,-0.03667,-0.02489,1000000,-0.1562,-4.8125,32,25,1,0.03023,0.00575,0,0,0,-0.0172,0,-0.2637,-0.394,-0.7285,-148.071,144.226,6.287,-161.658,1.066,81.628
248,8540,-0.03667,-0.02489,1000000,-0.1562,-4.8125,32,25,1,0.03023,0.00575,0,0,0,-0.0172,0,-0.0176,-0.3149,-0.9434,-22.949,39.368,2.197,-162.784,-0.132,81.205
249,8575,0,0,0,0,0,0,0,0,0.03023,0.00575,0,0,0,-0.0172,1,0.0508,-0.3301,-1.2036,-9.583,38.94,-3.601,-164.009,-1.566,80.623
250,8596,0,0,0,0,0,0,0,0,0.03023,0.00575,0,0,0,-0.0172,0,0.0625,-0.333,-1.2788,90.942,-43.335,-14.893,-163.658,-1.912,80.793
251,8624,0,0,0,0,0,0,0,0,0.03023,0.00575,0,0,0,-0.0172,0,-3.002,-0.397,-0.7622,73.303,-41.809,-2.625,-157.39,1.609,82.436
252,8650,0,0,0,0,0,0,0,0,0.03023,0.00575,0,0,0,-0.0172,0,-0.0522,-0.4199,-0.8765,53.65,-35.217,30.762,-156.649,2.944,82.31
253,8680,0.05882,-0.08194,17,0.2174,-3.4348,23,17,1,0.04421,-0.02056,252.984,0,0,0.0617,1,0.0146,-0.3857,-0.8853,-3.601,-50.415,-9.216,-154.808,4.752,82.985
254,8717,0,0,0,0,0,0,0,0,0.04421,-0.02056,252.984,0,0,0.0617,1,-0.0332,-0.1821,-0.5215,-144.348,33.936,-12.939,-157.028,4.554,83.249
255,8741,0,0,0,0,0,0,0,0,0.04421,-0.02056,252.984,0,0,0.0617,0,-0.2007,-0.4009,-0.688,-189.514,132.629,-5.615,-160.615,2.455,82.612
256,8764,0,0,0,0,0,0,0,0,0.04421,-0.02056,252.984,0,0,0.0617,0,-0.2007,-0.4009,-0.688,-189.514,132.629,-5.615,-160.615,2.455,82.612
257,8791,0,0,0,0,0,0,0,0,0.04421,-0.02056,252.984,0,0,0.0617,0,-0.0854,-0.3887,-1.0649,-85.327,69.458,-9.827,-163.207,0.132,82.035
258,8825,0,0,0,0,0,0,0,0,0.04421,-0.02056,252.984,0,0,0.0617,1,0.0825,-0.2275,-1.0576,-40.833,90.881,11.414,-164.581,-2.098,81.041
259,8855,0.04444,0.1622,22.5,-2.3636,4.0909,22,15,1,0.04968,0.03427,726.335,0,0,-0.1028,1,0.0488,-0.5063,-1.0122,168.396,-110.779,2.625,-162.252,-2.098,81.227
260,8875,-0.03623,0.05952,1000000,-1.3,3.9333,30,23,1,0.0293,0.04185,0,0,0,-0.1255,1,0.0488,-0.5063,-1.0122,168.396,-110.779,2.625,-162.252,-2.098,81.227
